trade_id,status,direction,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,size,pnl_raw,pnl_rel,mae,mfe,slippage,commission,rejection_reason,strategy_id,model_version
kqxz0nxz,rejected,short,1707199200000,,45581.38,45448.91,45681.38266450454,45381.38266450454,1.68,132.47,,,,,,time_of_day,alpha_v2,v2.1.0
ma64bw53,executed,short,1710128700000,1710159300000,45191.28,45061.47,45291.27522215556,44991.27522215556,0.58,129.80,1.30,41.67,54.15,0.83,1.16,,alpha_v2,v2.1.0
98z5wjbx,executed,short,1711719900000,1711745100000,44937.18,44747.19,45037.17899917086,44737.17899917086,1.68,189.98,1.90,75.21,67.10,1.10,3.36,,alpha_v2,v2.1.0
fdhqi4a3,executed,long,1705735800000,1705758300000,44492.93,44349.68,44392.93406974362,44692.93406974362,0.80,-143.26,-1.43,40.39,100.27,2.85,1.60,,alpha_v2,v2.1.0
ngha9hel,executed,long,1711311300000,1711330200000,44433.13,44577.81,44333.13088735441,44633.13088735441,0.74,144.68,1.45,10.80,124.98,2.28,1.48,,alpha_v2,v2.1.0
4gp53lgg,executed,short,1710938700000,1710945000000,44101.66,44198.03,44201.66475148096,43901.66475148096,1.37,-96.36,-0.96,39.71,137.19,2.86,2.74,,alpha_v2,v2.1.0
qenf042x,rejected,short,1709296200000,,45835.88,45887.83,45935.881222429605,45635.881222429605,0.43,-51.95,,,,,,spread_filter,alpha_v2,v2.1.0
rt0925bn,executed,long,1708422300000,1708432200000,45695.26,45590.35,45595.264447260495,45895.264447260495,1.09,-104.91,-1.05,70.16,78.53,1.89,2.18,,alpha_v2,v2.1.0
7ygsyr1t,executed,short,1710675000000,1710693900000,44925.90,44804.18,45025.90045127764,44725.90045127764,0.84,121.72,1.22,12.15,60.38,0.61,1.68,,alpha_v2,v2.1.0
lg94d8k6,executed,short,1709268300000,1709280900000,45665.98,45417.10,45765.97698363876,45465.97698363876,0.48,248.88,2.49,30.24,58.33,2.86,0.96,,alpha_v2,v2.1.0
kfcelurg,executed,short,1707741900000,1707743700000,44858.54,44701.98,44958.54147574912,44658.54147574912,0.81,156.56,1.57,69.50,107.45,1.27,1.62,,alpha_v2,v2.1.0
q3x1cmet,executed,short,1712252700000,1712285100000,46179.06,45906.68,46279.06359710189,45979.06359710189,2.27,272.38,2.72,79.31,137.53,1.83,4.54,,alpha_v2,v2.1.0
lg8o7az5,rejected,long,1705634100000,,44533.31,44475.15,44433.30918762973,44733.30918762973,1.43,-58.16,,,,,,htf_alignment,alpha_v2,v2.1.0
b80f2t5w,executed,long,1709611200000,1709641800000,46250.31,46490.49,46150.313815107744,46450.313815107744,0.44,240.17,2.40,28.13,139.10,2.37,0.88,,alpha_v2,v2.1.0
o4vsa3qn,executed,long,1709054100000,1709089200000,45912.41,45846.94,45812.40691964263,46112.40691964263,0.87,-65.47,-0.65,33.24,54.62,2.14,1.74,,alpha_v2,v2.1.0
gvlrq9dc,executed,long,1712844000000,1712877300000,46967.95,47088.97,46867.95242629075,47167.95242629075,0.55,121.02,1.21,66.76,32.71,0.97,1.10,,alpha_v2,v2.1.0
j5u2y6j6,executed,short,1712645100000,1712650500000,46864.37,46712.23,46964.37114970246,46664.37114970246,1.83,152.14,1.52,79.46,94.65,1.61,3.66,,alpha_v2,v2.1.0
0yddhbpc,executed,short,1708533000000,1708551900000,46002.52,45814.65,46102.51748667459,45802.51748667459,0.89,187.87,1.88,35.96,37.82,0.58,1.78,,alpha_v2,v2.1.0
8li0xrm1,executed,long,1705945500000,1705968900000,44288.92,44191.68,44188.924631771195,44488.924631771195,0.14,-97.25,-0.97,28.55,133.57,0.87,0.28,,alpha_v2,v2.1.0
chqmqhll,rejected,short,1710620100000,,45042.83,45060.29,45142.83373045435,44842.83373045435,2.49,-17.46,,,,,,htf_alignment,alpha_v2,v2.1.0
i9ob3wvv,executed,long,1705581000000,1705616100000,44632.74,44497.85,44532.74423002366,44832.74423002366,0.20,-134.89,-1.35,29.22,99.41,1.35,0.40,,alpha_v2,v2.1.0
2uyh806c,rejected,long,1707282900000,,45569.87,45759.90,45469.870943739275,45769.870943739275,0.76,190.02,,,,,,htf_alignment,alpha_v2,v2.1.0
8n3blimk,executed,short,1706577300000,1706588100000,45283.59,45026.56,45383.585091468165,45083.585091468165,0.52,257.02,2.57,65.34,115.69,2.30,1.04,,alpha_v2,v2.1.0
3xm7ah90,executed,long,1709739000000,1709753400000,46476.86,46578.92,46376.86106176944,46676.86106176944,1.72,102.06,1.02,49.47,34.66,1.84,3.44,,alpha_v2,v2.1.0
ajeth11h,rejected,long,1711212300000,,44863.30,45000.67,44763.29679793319,45063.29679793319,1.22,137.37,,,,,,htf_alignment,alpha_v2,v2.1.0
01x2kn8e,rejected,short,1710488700000,,45684.28,45766.39,45784.284632712486,45484.284632712486,1.37,-82.10,,,,,,htf_alignment,alpha_v2,v2.1.0
5vkq0v65,executed,short,1708754400000,1708777800000,45402.03,45127.09,45502.028254136974,45202.028254136974,2.07,274.94,2.75,44.12,61.69,1.98,4.14,,alpha_v2,v2.1.0
zjf2fs5g,executed,short,1712241900000,1712270700000,46087.17,46177.30,46187.17047208547,45887.17047208547,1.07,-90.13,-0.90,53.94,60.09,1.17,2.14,,alpha_v2,v2.1.0
vekqjy18,executed,short,1707515100000,1707548400000,45153.79,45062.40,45253.78603901191,44953.78603901191,2.37,91.39,0.91,73.96,108.40,0.54,4.74,,alpha_v2,v2.1.0
tbmealsb,executed,short,1705804200000,1705830300000,44609.46,44743.79,44709.45789889904,44409.45789889904,1.40,-134.33,-1.34,72.14,44.71,1.92,2.80,,alpha_v2,v2.1.0
66eznvdz,rejected,long,1709125200000,,45705.37,45845.12,45605.373030612674,45905.373030612674,2.40,139.75,,,,,,spread_filter,alpha_v2,v2.1.0
rj4e78lz,executed,long,1708709400000,1708716600000,45669.12,45799.99,45569.118522683755,45869.118522683755,1.91,130.87,1.31,64.77,116.91,2.33,3.82,,alpha_v2,v2.1.0
5ruxe9vx,rejected,short,1708761600000,,45257.58,45206.07,45357.57719822911,45057.57719822911,1.51,51.51,,,,,,atr_limit,alpha_v2,v2.1.0
01n0zehu,executed,short,1710015300000,1710028800000,45770.45,45859.22,45870.44780489702,45570.44780489702,2.28,-88.77,-0.89,14.23,87.33,2.26,4.56,,alpha_v2,v2.1.0
4pi73277,executed,short,1708609500000,1708622100000,46132.34,45992.05,46232.33931056629,45932.33931056629,2.44,140.29,1.40,16.74,92.14,1.55,4.88,,alpha_v2,v2.1.0
qc6ovjbv,rejected,short,1710964800000,,44023.33,43911.72,44123.33409009431,43823.33409009431,1.07,111.62,,,,,,spread_filter,alpha_v2,v2.1.0
qzw57mb3,rejected,long,1705082400000,,44593.21,44490.43,44493.20940879909,44793.20940879909,0.85,-102.78,,,,,,time_of_day,alpha_v2,v2.1.0
6fyu3zvg,executed,short,1712067300000,1712099700000,45183.90,45082.31,45283.89630180637,44983.89630180637,1.49,101.59,1.02,40.22,37.28,1.91,2.98,,alpha_v2,v2.1.0
4y44eb37,executed,short,1709393400000,1709416800000,45836.57,45657.77,45936.57126667349,45636.57126667349,0.94,178.80,1.79,24.16,79.21,0.95,1.88,,alpha_v2,v2.1.0
akfa4661,executed,short,1708829100000,1708838100000,45350.37,45101.26,45450.37277352539,45150.37277352539,1.74,249.11,2.49,78.41,32.38,2.42,3.48,,alpha_v2,v2.1.0
2o8tt46d,rejected,long,1708429500000,,45800.76,45910.42,45700.758191786095,46000.758191786095,1.36,109.66,,,,,,time_of_day,alpha_v2,v2.1.0
